Title,Subject,Author
Construction,"Building,JUVENILE FICTION / Concepts / Sounds,Construction equipment,JUVENILE FICTION / Books & Libraries,Juvenile fiction,Building sites,Fiction,Libraries,Stories in rhyme,Construction,Picture books for children,JUVENILE FICTION / Transportation / Cars & Trucks,Child and youth fiction,Children's fiction,Roads, fiction,Juvenile literature,Picture books,Buildings, juvenile literature","[{'key': '/authors/OL3514370A', 'name': 'Sally Sutton'}]"
The story of Darth Vader,"Characters and characteristics in motion pictures,Darth Vader (Fictitious character),Juvenile fiction,Star Wars films,Fiction,Chapter Books,Picture books,Readers,JUVENILE FICTION,Science fiction,Juvenile literature,Pictorial works,Good and evil,Space warfare,Readers (Elementary),Children's fiction,Vader, darth (fictitious character), fiction,Space shuttles, fiction","[{'key': '/authors/OL5376915A', 'name': 'Catherine Saunders'}]"
"The Bear, the Piano, the Dog, and the Fiddle","Children's fiction,Musicians, fiction,Friendship, fiction,Dogs, fiction,Animals, fiction,Music, fiction,New orleans (la.), fiction,Picture books","[{'key': '/authors/OL2638349A', 'name': 'David Litchfield'}]"
"My father, the dog","Fiction,Fathers,Dogs,Juvenile fiction,JUVENILE FICTION / Family / Parents,JUVENILE FICTION / Animals / Dogs,JUVENILE FICTION / Holidays & Celebrations / Other, Non-Religious,Picture books,Children's fiction,Dogs, fiction,Fathers, fiction","[{'key': '/authors/OL1436129A', 'name': 'Elizabeth Bluemle'}]"
Guess How Much I Love You In The Spring,"Love,Seasons,Spring,Juvenile fiction,Hares,Pictorial works,Pictorial worksJuvenile fiction,Fiction,Fathers and sons,Children's fiction,Love, fiction,Picture books,Spring, fiction","[{'key': '/authors/OL34796A', 'name': 'Sam McBratney'}]"
Peter Pan and Wendy,"Juvenile fiction,Never-Never Land (Imaginary place),Fairies,Pirates,Child and youth fiction,Picture books for children,Picture books,Children's fiction","[{'key': '/authors/OL26997A', 'name': 'J. M. Barrie'}, {'key': '/authors/OL462466A', 'name': 'Michael Foreman'}]"
The Berenstain Bears Meet Santa Bear,"Children's stories, American,Bears,Fiction,Christmas,Juvenile fiction,Berenstain Bears (Fictitious characters),Brothers and sisters,Parent and child,Christmas stories,Generosity,Children's fiction,Picture books,Berenstain bears (fictitious characters), fiction","[{'key': '/authors/OL19823A', 'name': 'Stan Berenstain'}, {'key': '/authors/OL244866A', 'name': 'Jan Berenstain'}]"
Campout Challenge,"Children's fiction,Chipmunks, fiction,Camping, fiction,Picture books","[{'key': '/authors/OL1514196A', 'name': 'Lauren Forte'}]"
Mr Chicken Lands on London,"Child and youth fiction,Children's fiction,London (england), fiction,Picture books","[{'key': '/authors/OL1424454A', 'name': 'Leigh Hobbs'}]"
This Is Baseball,"Juvenile literature,Baseball,Children: Kindergarten,Baseball, juvenile literature,Picture books","[{'key': '/authors/OL227454A', 'name': 'Margaret Blackstone'}]"
Pigeon P.I.,"Pigeons,Detective and mystery stories,Juvenile fiction,Birds,Children's fiction,Mystery and detective stories,Pigeons, fiction,Birds, fiction,Detectives, fiction,Picture books","[{'key': '/authors/OL7523994A', 'name': 'Meg McLaren'}]"
The Something,"Imagination,Curiosity,Juvenile fiction,Children's fiction,Pictorial works,Gardens,Gardens, fiction,Imagination, fiction,Picture books","[{'key': '/authors/OL2781363A', 'name': 'Rebecca Cobb'}]"
Wind Says Good Night,"Night,Bedtime,Fiction,Juvenile fiction,Pictorial works,Night, fiction,Children's fiction,Bedtime, fiction,Picture books","[{'key': '/authors/OL770175A', 'name': 'Katy Rydell'}]"
Maximillian Villainous,"Humorous stories,Villains,Rabbits,Good and evil,Family life,Fiction,Children's fiction,Picture books,Good and evil, fiction,Family life, fiction","[{'key': '/authors/OL7540242A', 'name': 'Margaret Chiu Greanias'}]"
"Light Is All Around You
            
                LetsReadAndFindOut Science Stage 2 Paperback","Light,Juvenile literature,JUVENILE NONFICTION / Concepts / Sense & Sensation,JUVENILE NONFICTION / Science & Nature / General (see also headings under Animals or Technology),JUVENILE NONFICTION / Science & Nature / Physics,Picture books for children,Picture books,Light, juvenile literature,Pictorial works,Children's fiction,Adventure and adventurers, fiction","[{'key': '/authors/OL389481A', 'name': 'Wendy Pfeffer'}]"
Space Dog,"Play,Juvenile fiction,Astronauts,Dogs,Cats,Mice,Friendship,Heroes,Children's fiction,Picture books,Dogs, fiction,Cats, fiction,Mice, fiction,Friendship, fiction,Astronauts, fiction,Heroes, fiction,Play, fiction","[{'key': '/authors/OL1388239A', 'name': 'Mini Grey'}]"
Welcome,"Children's fiction,Picture books","[{'key': '/authors/OL7601374A', 'name': 'Barroux'}]"
UnpOppable,"Children's fiction,Balloons, fiction,Picture books,Extraterrestrial beings,Boys,Juvenile fiction,Balloons","[{'key': '/authors/OL3692482A', 'name': 'Tim Hopgood'}]"
Small Brown Dog's bad remembering day,"Fiction,Memory,Dogs,Picture books,Children's stories,Children's literature","[{'key': '/authors/OL2462603A', 'name': 'Mike Gibbie'}]"
Felix Stands Tall,"Children's fiction,Guinea pigs, fiction,Friendship, fiction,Guinea pigs,Fiction,Talent shows,Bullying,Bullies,Assertiveness (Psychology),Assertiveness in children,Juvenile fiction,Bullying, fiction,Assertiveness (psychology), fiction,Picture books","[{'key': '/authors/OL4427001A', 'name': 'Rosemary Wells'}]"
Dog Loves Books,"Children's fiction,Books and reading, fiction,Dogs, fiction,Dogs,Pictorial works,Juvenile fiction,Bookstores,Fiction,Books and reading,0-5 years; Fiction; Picture Book; Non-character; Non Tie-in,Picture books,Children's stories","[{'key': '/authors/OL5181525A', 'name': 'Louise Yates'}]"
Dinosaur kisses,"Dinosaurs,Fiction,Kissing,Children's fiction,Dinosaurs, fiction,Picture books,Juvenile fiction,Picture books for children,Child and youth fiction","[{'key': '/authors/OL1425504A', 'name': 'David Ezra Stein'}]"
Dear Greenpeace,"Juvenile fiction,Whales,Fiction,Letters,Greenpeace Environmental Trust,Greenpeace Foundation,Children's fiction,Whales, fiction,Green movement,Environmental protection,Picture books,Scottish Gaelic language,Readers","[{'key': '/authors/OL2622328A', 'name': 'Simon James'}]"
Miss Fox's Class Gets It Wrong,"Children's fiction,Foxes, fiction,Picture books,Schools, fiction,Schools,Gossip,Animals,Fiction,Juvenile fiction,Animals, fiction","[{'key': '/authors/OL23525A', 'name': 'Eileen Spinelli'}]"
"Go, Pea, Go!","Juvenile fiction,Toilet training,Peas,Running races,Children's fiction,Picture books","[{'key': '/authors/OL7836510A', 'name': 'Joe Moshier'}, {'key': '/authors/OL7836511A', 'name': 'Chris Sonnenburg'}]"
Our Granny,"Grandmothers,Fiction,Grandparents, fiction,Children's fiction,Picture books","[{'key': '/authors/OL31891A', 'name': 'Margaret Wild'}]"
Classic warships,"Warships,Juvenile literature,Sailing ships,Pictorial works,Ships, juvenile literature,Sailing ships, juvenile literature,Picture books","[{'key': '/authors/OL8528360A', 'name': 'Peter Mavrikis'}]"
The other dog,"Fiction,Dogs,Babies,Juvenile Fiction,Children's 4-8 - Picturebooks,Children: Grades 4-6,Infants,JUV,JUV002070,JUV013040,Family - New Baby,Animals - Pets,Non-Classifiable,Animals - Dogs,Children's fiction,Dogs, fiction,Infants, fiction,Jealousy, fiction,Picture books","[{'key': '/authors/OL28188A', 'name': ""Madeleine L'Engle""}, {'key': '/authors/OL3108435A', 'name': 'C. Davenier'}]"
"April fools', Mr. Todd!","Picture books,Juvenile fiction,Birthdays,April Fool's Day,Fiction,Readers (Elementary),April Fools' Day,Schools,Tricks,Children's fiction,Friendship, fiction","[{'key': '/authors/OL18865A', 'name': 'Megan McDonald'}, {'key': '/authors/OL7959041A', 'name': 'Erwin Madrid'}]"
Friendship Day,"Teddy bears,Fiction,Toys,Juvenile works,Juvenile fiction,juvenile audience,picnics,primary school,bears,picture books,friendship,caring,animals,Winnie-the-Pooh (Fictitious character),Quakers,Children's stories","[{'key': '/authors/OL43348A', 'name': 'Nancy Parent'}, {'key': '/authors/OL29881A', 'name': 'A. A. Milne'}]"
In the Middle of the Puddle,"Frogs,Rain and rainfall,Turtles,Fiction,Picture books,Donna Harsh Collection,Animals, fiction,Children's fiction","[{'key': '/authors/OL39842A', 'name': 'Mike Thaler'}]"
I'm a little teapot,"Children's songs,Imagination,Songs,Songs and music,Teapots,Texts,Fairy tales,Wizards,Picture books,Princesses,Kings, queens, rulers,Fiction,Buildings, structures,Church buildings,Buildings,St. Paul's Cathedral (London, England),History,Children's fiction,Kings, queens, rulers, etc., fiction,Princesses, fiction,Wizards, fiction","[{'key': '/authors/OL24591A', 'name': 'Iza Trapani'}]"
"Hurry Up, Ilua!","American literature,Squirrels,Juvenile fiction,Winter,Hibernation,Picture books,Arctic ground squirrel,Fiction,Sisters,Animals","[{'key': '/authors/OL8245684A', 'name': 'Nola Hicks'}, {'key': '/authors/OL8245685A', 'name': 'Nola Hicks'}]"
Bears and a birthday,"Teddy bears,Cake,Birthday parties,Bears,Juvenile fiction,Birthdays,Baking,Children's stories,Pictorial works,Stories in rhyme,Children's fiction,Birthdays, fiction,Teddy bears, fiction,Picture books,Child and youth fiction","[{'key': '/authors/OL1655231A', 'name': 'Shirley Parenteau'}]"
The Last Tiger,"Tiger,Juvenile fiction,Human-animal relationships,Friendship,Fiction,Children's fiction,Tiger, fiction,Picture books","[{'key': '/authors/OL384574A', 'name': 'Rebecca Elliott'}]"
So Many Babies,"Children's fiction,Counting books,Picture books,Counting,Pictorial works,Juvenile fiction","[{'key': '/authors/OL585679A', 'name': 'Martina Selway'}]"
Little Christmas Tree,"Nativity,Nativity of Jesus Christ,Christmas trees,Juvenile fiction,Christmas,Trees,Fiction,Jesus christ, nativity,Jesus christ, nativity, juvenile literature,Christmas trees, juvenile literature,Picture books,Children's fiction,Jesus christ, fiction","[{'key': '/authors/OL2821998A', 'name': 'Andrea Skevington'}]"
Earth and sky,"Geology & Earth sciences,Picture books,Children: Grades 3-4,For National Curriculum Key Stage 1,Juvenile literature","[{'key': '/authors/OL5020385A', 'name': 'Sylvaine Pérols'}, {'key': '/authors/OL2711919A', 'name': 'Pascale De Bourgoing'}, {'key': '/authors/OL349922A', 'name': 'Gallimard Jeunesse (Publisher)'}]"
Winnie and Wilbur,"Children's fiction,Picture books,Witches, fiction,Robots, fiction","[{'key': '/authors/OL2631942A', 'name': 'Valerie Thomas'}, {'key': '/authors/OL25798A', 'name': 'Korky Paul'}]"
Through my window,"Fiction,Children's fiction,Picture books,Diseases,Juvenile fiction,Sick, fiction,Interracial marriage, fiction","[{'key': '/authors/OL4756442A', 'name': 'Tony Bradman'}, {'key': '/authors/OL392935A', 'name': 'Tony Bradman'}, {'key': '/authors/OL3321776A', 'name': 'Eileen Brown'}]"
Mealtime,"Food,Eating customs,Fiction,Picture books,Picture books for children,Children's fiction,Food, fiction","[{'key': '/authors/OL460783A', 'name': 'Maureen Roffey'}]"
Victoria's day,"Juvenile literature,Down syndrome,Pictorial works,Nursery schools,Down syndrome, juvenile literature,Schools, juvenile literature,Picture books","[{'key': '/authors/OL20127A', 'name': 'Maria de Fatima Campos'}]"
Maisy Goes Camping,"Mice,Counting,Animals,Camping,Fiction,Picture books,Night,Juvenile fiction,Pictorial works,Children's fiction,Mice, fiction,Animals, fiction,Maisy (fictitious character : cousins), fiction","[{'key': '/authors/OL20521A', 'name': 'Lucy Cousins'}]"
My Mom Is a Firefighter,"Fire fighters,Juvenile fiction,Fire departments,Mothers and sons,Fiction,Fire departments, fiction,Fire fighters, fiction,Children's fiction,Mothers and sons, fiction,Picture books","[{'key': '/authors/OL19992A', 'name': 'Lois G. Grambling'}]"
First Snow,"Fiction,Snow,Mice,Juvenile fiction,Stories without words,Grandparents,Sledding,American Children's stories,Children's stories, American,Picture books,Children's fiction,Grandparents, fiction,Snow, fiction,Mice, fiction","[{'key': '/authors/OL23709A', 'name': 'Emily Arnold McCully'}]"
Hooray for Hoppy!: A First Book about the Five Senses,"Spring,Juvenile fiction,Rabbits,Senses and sensation,Fiction,JUVENILE FICTION / Animals / Rabbits,JUVENILE FICTION / Concepts / Senses & Sensation,JUVENILE FICTION / Concepts / Seasons,Picture books for children,JUVENILE FICTION,Animals,Concepts,Senses & Sensation,Seasons,Pictorial works,Children's fiction,Senses and sensation, fiction,Picture books","[{'key': '/authors/OL3692482A', 'name': 'Tim Hopgood'}]"
Child's good morning,"Fiction,Animals,Morning,Juvenile fiction,Morning -- Fiction,Animals -- Fiction,Children's fiction,Animals, fiction,Picture books for children,Picture books,Family life, fiction","[{'key': '/authors/OL22122A', 'name': 'Margaret Wise Brown'}]"
Mamasaurus,"Juvenile fiction,juvenile literature,Picture books,Dinosaurs,Mother and child,Fiction,Children's fiction,Dinosaurs, fiction,Mother and child, fiction","[{'key': '/authors/OL7292527A', 'name': 'Stephan Lomp'}]"
Sloth slept on,"Sloths,Juvenile fiction,Imagination,Picture books,Fiction,Children's fiction,Imagination, fiction,Sloths, fiction,Mammals, juvenile literature","[{'key': '/authors/OL7319171A', 'name': 'Frann Preston-Gannon'}]"
You're safe with me,"Forest animals,Bedtime,Infancy,Mother and child,Juvenile fiction,Storms,Fear,Children's fiction,Picture books","[{'key': '/authors/OL1442818A', 'name': 'Chitra Soundar'}]"
First Wheels,"Color,Color, juvenile literature,Vehicles,Vehicles, juvenile literature,Picture books,Colors,Juvenile literature,Trucks,JUVENILE NONFICTION / Concepts / Colors","[{'key': '/authors/OL3099575A', 'name': 'Susan Steggall'}]"
Tonka,"Trucks,Truck driving,Picture books,Tanker trucks,Fiction,Juvenile literature,Trucks, juvenile literature,Truck drivers,Children's fiction,Cranes, derricks, etc., fiction,Toys, fiction,Imagination, fiction,Cranes, derricks,Toys","[{'key': '/authors/OL34620A', 'name': 'Michael Teitelbaum'}]"
Thomas & Friends,"Children's fiction,Thomas, the tank engine (fictitious character), fiction,Snow, fiction,Picture books,Toy and movable books,Time, fiction","[{'key': '/authors/OL8075922A', 'name': 'Egmont Publishing UK Staff'}, {'key': '/authors/OL8063894A', 'name': 'Thomas and Friends Staff'}]"
Very Grumpy Day,"Children's fiction,Picture books","[{'key': '/authors/OL7523982A', 'name': 'Stella J. Jones'}, {'key': '/authors/OL3240873A', 'name': 'Alison Edgson'}]"
Red Rhino (Little Giants),"Children's fiction,Rhinoceroses, fiction,Picture books,Rhino,Fiction,Red,Balloons,Color,Rhinoceroses,Lost and found possessions,Picture puzzles","[{'key': '/authors/OL2727224A', 'name': 'Alan Rogers'}]"
Blue Tortoise (Little Giants),"Children's fiction,Turtles, fiction,Picture books","[{'key': '/authors/OL2727224A', 'name': 'Alan Rogers'}]"
The Little Shop of Monsters,"Fiction,Pet shops,Monsters,Children's fiction,Monsters, fiction,Picture books","[{'key': '/authors/OL35524A', 'name': 'R. L. Stine'}, {'key': '/authors/OL9977467A', 'name': 'Marc Brown'}, {'key': '/authors/OL24310A', 'name': 'Marc Brown'}]"
"Be Bold, Baby","Winfrey, oprah, 1954-,Winfrey, oprah, 1954-, juvenile literature,Toy and movable books,African americans, biography,African americans, biography, juvenile literature,Picture books,Obama, michelle, 1964-,Obama, michelle, 1964-, juvenile literature,Presidents' spouses,Lawyers","[{'key': '/authors/OL7311354A', 'name': 'Alison Oliver'}]"
Hanukkah!,"Children's fiction,Hanukkah, fiction,Picture books,Stories in rhyme","[{'key': '/authors/OL39247A', 'name': 'Roni Schotter'}, {'key': '/authors/OL533093A', 'name': 'Marylin Hafner'}]"
You make me smile,"Snowmen,Juvenile fiction,Friendship,Fiction,Children's fiction,Winter, fiction,Picture books,Snow","[{'key': '/authors/OL1425594A', 'name': 'Layn Marlow'}]"
Tickle Test,"Children's fiction,Stories in rhyme,Mice, fiction,Animals, fiction,Picture books","[{'key': '/authors/OL7412914A', 'name': 'Adrian Reynolds'}, {'key': '/authors/OL28507A', 'name': 'Kathryn White'}]"
The weaver,"Juvenile fiction,Spiders,Collectors and collecting,Self-esteem,Children's fiction,Picture books,Spiders, fiction","[{'key': '/authors/OL4167102A', 'name': 'Qian Shi'}]"
Sanctuary,"Gargoyles,Paranormal fiction,History,Comic books, strips,Demonology,Fiction,Children's fiction,Cartoons and comics,Supernatural, fiction,Demonology, fiction,Mystery and detective stories,Scotland, fiction,Picture books","[{'key': '/authors/OL18722A', 'name': 'Jane Yolen'}, {'key': '/authors/OL1394864A', 'name': 'Adam Stemple'}, {'key': '/authors/OL8007602A', 'name': 'Orion Zangara'}]"
Picture book of Mother Goose,"Children's poetry,Children's songs,Nursery rhymes,Songs,Juvenile literature,Children's fiction,Geese, fiction,Picture books","[{'key': '/authors/OL840166A', 'name': 'Berta Hader'}, {'key': '/authors/OL2624498A', 'name': 'Elmer Hader'}]"
